"Subject","Subject code","Catalog Number","Long Course Title","Description","Units - Units - Units","Units - Repeat for Credit","Course Attributes","Instructional Components"
"ENTI - Entrepreneurship and Innovation","ENTI","403","New Venture Planning","A project-based course in developing and writing a business plan for an existing and/or growth-oriented venture. Focus will be given to the content, form and uses of a formal business plan.	

Prerequisite(s): Entrepreneurship and Innovation 317 or 381.","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), WIL Other, FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), WIL - OTH (Other)","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","405","Start-Ups and Ecosystems","Introduction to concepts of community and innovation systems, to understand how
entrepreneurs lead through co-optation strategies and civic engagement in order to address ecosystem challenges and build organizations. Community-based experiential project.

Prerequisite(s): Entrepreneurship and Innovation 201 or 317 .","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","407","Digital Entrepreneurship Technology","Explores emerging internet-based technologies and digital tools that support, improve and transform the nature of entrepreneurship. Involves hands-on exercises using various tools and practice providing technology recommendations.

Prerequisite(s): Entrepreneurship and Innovation 201 or 317.

Antirequisite(s): Credit for Entrepreneurship and Innovation 407 and 559.07 will not be allowed.","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","411","Technology Commercialization","Investigation of building the founding team, marketing, financing, hiring human resources, and implementing growth strategies, emphasizing the practical application of theory and principles to a high technology business setting.

Prerequisite(s): Entrepreneurship and Innovation 201 or 317. 

Antirequisite(s): Credit for Entrepreneurship and Innovation 411 and 559.06 will not be allowed.","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","413","Social Enterprise Strategies","Social enterprise uses the logic of business to solve social challenges. Explores themes on entrepreneurial thinking, business model development, impact measurement, and other issues to create and improve social enterprises.

Prerequisite(s): Entrepreneurship and Innovation 201 or 317. 

Antirequisite(s): Credit for Entrepreneurship and Innovation 413 and 559.08 will not be allowed.","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","415","Software Venturing","Apply entrepreneurial thinking principles to launch a software venture in an experiential environment paired with Computer Science students to work in teams to mimic a software start-up.

Prerequisite(s): Entrepreneurship and Innovation 201 or 317.

Antirequisite(s): Credit for Entrepreneurship and Innovation 415 and either Computer Science 405 or Entrepreneurship and Innovation 359.02 will not be allowed.

Notes: Taught in collaboration with the Faculty of Science.","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","529","Applied Capstone Project","Provides a framework to pursue an entrepreneurial thinking experience, to support knowledge, skills development and reflection. Outcomes will include a valuable project deliverable, and reflection writings. Includes placements, individual and/or team projects.

Prerequisite(s): 84 units including Entrepreneurship and Innovation 201 or 317, and admission to the Embedded Certificate in Entrepreneurial Thinking or the Haskayne School of Business or the Management and Society Minor or the Minor in Entrepreneurship and Enterprise Development.","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, WIL Internship, FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related), WIL - INT (Internship)","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","531","Entrepreneurship Law","Legal issues that commonly confront emerging businesses and the law impacting business decisions are addressed. Topics may include: corporate structure, directors' and officers' liability, financing and securities, intellectual property law, licensing, contractual interpretation and drafting, and other relevant legal issues.

Prerequisite(s): Strategy and Global Management 395 or Entrepreneurship and Innovation 317 or 381.

Antirequisite(s): Credit for Entrepreneurship and Innovation 531 and 559.04 will not be allowed.","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","541","Social Enterprise in Practice","A practical investigation of social enterprise and the ways in which it can tackle social issues, with emphasis on real-world case studies and service-based learning.

Prerequisite(s): Admission to the Haskayne School of Business, 60 units and consent of the Haskayne School of Business.

Notes: This course has potential for significant fieldwork in which students will travel to international locations. A supplementary fee will be assessed to cover additional costs of travel and international program-related costs.","3","No","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), RCS Related, FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","559","Selected Topics in Entrepreneurship and Innovation","Investigation of selected topics related to entrepreneurship, venture development and family business, emphasizing the practical application of theory and principles to actual business situations and venture opportunities.

Prerequisite(s): Entrepreneurship and Innovation 317 or 381. For certain topics consent of the Haskayne School of Business will also be required.

Notes: For more information on topics and prerequisite requirements, see Class Notes in the Course Search.

MAY BE REPEATED FOR CREDIT","3","Yes","Fee Rate Group(Domestic) - E, Fee Rate Group(International) -B, GFC Hours (3-0), FRGD - E (Fee Rate Group(Domestic) - E), FRGI - B (Fee Rate Group(Int'l) - B), GFCH - 3-0 ((3-0))","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","601","Entrepreneurial Thinking","Business leaders are challenged to think entrepreneurially - to seek opportunities and find ways to turn opportunities into viable ventures. These may be for-profit, not-for-profit, or social ventures. Students will engage in experiential learning to complete a feasibility assessment of such an opportunity, including the concept of giving back to society.","3","No","Fee Rate Group(Domestic) - F, Fee Rate Group(International) -E, GFC Hours (3-0), RCS Related, FRGD - F (Fee Rate Group(Domestic) - F), FRGI - E (Fee Rate Group(Int'l) - E), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","607","Digital Entrepreneurship Technology","Explores emerging digital tools and technologies that support, improve, and transform entrepreneurship and innovation. Students engage in hands-on exercises and tinkering using various tools and practice providing technology recommendations.","3","No","Fee Rate Group(Domestic) - F, Fee Rate Group(International) -E, GFC Hours (3-0), FRGD - F (Fee Rate Group(Domestic) - F), FRGI - E (Fee Rate Group(Int'l) - E), GFCH - 3-0 ((3-0))","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","609","Technology and Innovation Management","The dynamics of innovation as the primary driving force within firms and modern industrialized economies. Potential concepts are: incremental versus radical innovations, market-pull versus technology-push theories, dominant designs, technological trajectories, key factors for successful innovation. The emergence of new technologies; the importance of national and regional innovation systems; the role of science, regulations and social pressure in innovations dynamics; knowledge management; and implications for firms in rapidly changing industrial settings may be discussed.

Also known as: (formerly Entrepreneurship and Innovation 793)","3","No","Fee Rate Group(Domestic) - F, Fee Rate Group(International) -E, GFC Hours (3-0), RCS Related, FRGD - F (Fee Rate Group(Domestic) - F), FRGI - E (Fee Rate Group(Int'l) - E), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","611","Technology Commercialization","The process of taking a technology product or service from development to the market, including market strategies, finding investors and potential early customers, the role of advisors, legal issues and the importance of the exit strategy for founders and early stage investors. Students will be required to complete a major project to write a feasibility study for a new technology or a case study of a successful technology venture.

Also known as: (formerly Entrepreneurship and Innovation 791)","3","No","Fee Rate Group(Domestic) - F, Fee Rate Group(International) -E, GFC Hours (3-0), RCS Related, FRGD - F (Fee Rate Group(Domestic) - F), FRGI - E (Fee Rate Group(Int'l) - E), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
"ENTI - Entrepreneurship and Innovation","ENTI","613","Strategies in Social Enterprise","A social enterprise focuses on solving complex societal problems through market-based solutions. With the changing political landscape, social enterprises blur the traditionally separate roles of governments, non-governmental organizations, for-profit companies, and charities. Concentration will be on for-profit models, but many of the principles and tools will be applicable to any entrepreneurial or intrapreneurial (new social or environmental change initiatives in existing organizations) endeavours with a social mission.

Also known as: (formerly Entrepreneurship and Innovation 668.01 Strategies in Social Enterprise)","3","No","Fee Rate Group(Domestic) - F, Fee Rate Group(International) -E, GFC Hours (3-0), RCS Related, FRGD - F (Fee Rate Group(Domestic) - F), FRGI - E (Fee Rate Group(Int'l) - E), GFCH - 3-0 ((3-0)), RCS - RLT (Related)","Lecture"
